1 3 0	1 -1 0	-2 -1 0	
0.949033563463728 2.58572549054799 0	0.658093537580222 -0.724172082185056 0	-1.53439209460337 -1.03407901518217 0	
0.949749953919018 2.58794394295517 0	0.661487194098328 -0.724490435241447 0	-1.53917145809248 -1.03534491316707 0	
0.95046243387555 2.59014686541406 0	0.664861392728603 -0.724804861384985 0	-1.54392356634773 -1.03660407233182 0	
0.951171019834796 2.59233428571706 0	0.668216273317847 -0.725115346843658 0	-1.54864860655373 -1.03785653073573 0	
0.951875728145662 2.59450623140284 0	0.67155197336598 -0.725421878187579 0	-1.55334676284705 -1.03910232582017 0	
0.952576575006108 2.59666272975815 0	0.674868628080423 -0.725724442319027 0	-1.55801821638545 -1.04034149442235 0	
0.953273576464756 2.59880380781954 0	0.678166370428823 -0.726023026462788 0	-1.56266314541494 -1.0415740727887 0	
0.953966748422459 2.60092949237514 0	0.681445331190221 -0.726317618156818 0	-1.56728172533498 -1.04280009658785 0	
0.95465610663385 2.60303980996631 0	0.684705639004669 -0.7266082052432 0	-1.57187412876158 -1.04401960092326 0	
0.95534166670889 2.60513478688945 0	0.687947420421407 -0.726894775859393 0	-1.5764405255888 -1.04523262034537 0	
0.956023444114385 2.60721444919758 0	0.691170799945607 -0.727177318429745 0	-1.58098108304818 -1.04643918886353 0	
0.956701454175463 2.60927882270208 0	0.694375900083772 -0.727455821657279 0	-1.5854959657667 -1.04763933995748 0	
0.957375712077067 2.61132793297421 0	0.697562841387789 -0.727730274515715 0	-1.58998533582293 -1.04883310658854 0	
0.95804623286539 2.61336180534687 0	0.700731742497741 -0.728000666241769 0	-1.59444935280162 -1.05002052121048 0	
0.958713031449336 2.61538046491614 0	0.703882720183488 -0.72826698632767 0	-1.59888817384677 -1.05120161578006 0	
0.959376122601927 2.61738393654282 0	0.707015889385059 -0.728529224513896 0	-1.60330195371318 -1.05237642176729 0	
0.960035520961687 2.61937224485405 0	0.710131363251908 -0.72878737078215 0	-1.60769084481657 -1.0535449701654 0	
0.960691241034044 2.6213454142448 0	0.713229253181074 -0.729041415348529 0	-1.61205499728231 -1.05470729150049 0	
0.961343297192673 2.62330346887944 0	0.716309668854271 -0.72929134865691 0	-1.6163945589928 -1.055863415841 0	
0.961991703680865 2.62524643269322 0	0.719372718273957 -0.729537161372532 0	-1.62070967563355 -1.05701337280682 0	
0.962636474612814 2.62717432939379 0	0.722418507798392 -0.729778844375755 0	-1.62500049073807 -1.05815719157821 0	
0.963277623974961 2.62908718246259 0	0.725447142175768 -0.730016388756019 0	-1.6292671457314 -1.05929490090448 0	
0.963915165627267 2.6309850151564 0	0.728458724577389 -0.730249785805962 0	-1.63350977997266 -1.06042652911241 0	
0.9645491133045 2.63286785050869 0	0.731453356629952 -0.730479027015726 0	-1.6377285307963 -1.06155210411442 0	
0.965179480617476 2.63473571133108 0	0.734431138446985 -0.730704104067427 0	-1.64192353355232 -1.06267165341658 0	
0.965806281054314 2.63658862021472 0	0.73739216865942 -0.730925008829751 0	-1.6460949216455 -1.06378520412639 0	
0.966429527981652 2.63842659953168 0	0.740336544445372 -0.731141733352761 0	-1.65024282657346 -1.06489278296033 0	
0.967049234645862 2.64024967143628 0	0.743264361559125 -0.731354269862805 0	-1.65436737796381 -1.06599441625123 0	
0.967665414174239 2.64205785786652 0	0.74617571435936 -0.731562610757582 0	-1.65846870361039 -1.06709012995543 0	
0.968278079576179 2.6438511805453 0	0.749070695836644 -0.73176674860135 0	-1.66254692950846 -1.06817994965981 0	
0.968887243744339 2.64562966098183 0	0.75194939764022 -0.73196667612027 0	-1.66660217988906 -1.06926390058856 0	
0.969492919455789 2.64739332047285 0	0.754811910104102 -0.732162386197867 0	-1.67063457725251 -1.07034200760983 0	
0.970095119373145 2.649142180104 0	0.757658322272483 -0.732353871870634 0	-1.67464424240101 -1.07141429524222 0	
0.970693856045665 2.65087626075094 0	0.760488721924528 -0.732541126323749 0	-1.67863129447045 -1.07248078766104 0	
0.971289141910386 2.65259558308078 0	0.763303195598508 -0.732724142886891 0	-1.68259585096148 -1.07354150870449 0	
0.971880989293179 2.65430016755316 0	0.766101828615362 -0.732902915030204 0	-1.68653802776966 -1.07459648187963 0	
0.972469410409845 2.65599003442158 0	0.768884705101635 -0.733077436360338 0	-1.69045793921501 -1.07564573036826 0	
0.973054417367165 2.65766520373451 0	0.771651908011866 -0.733247700616638 0	-1.6943556980708 -1.07668927703257 0	
0.973636022163951 2.65932569533663 0	0.774403519150423 -0.733413701667367 0	-1.69823141559159 -1.07772714442075 0	
0.974214236692067 2.66097152886998 0	0.777139619192783 -0.733575433506102 0	-1.70208520154064 -1.07875935477234 0	
0.974789072737464 2.66260272377519 0	0.779860287706312 -0.733732890248183 0	-1.7059171642166 -1.07978593002363 0	
0.975360541981177 2.66421929929245 0	0.782565603170529 -0.733886066127272 0	-1.70972741047967 -1.08080689181272 0	
0.975928656000317 2.66582127446288 0	0.785255642996884 -0.734034955491986 0	-1.71351604577697 -1.08182226148465 0	
0.976493426269056 2.66740866812942 0	0.787930483548054 -0.734179552802634 0	-1.7172831741675 -1.08283206009624 0	
0.977054864159589 2.66898149893805 0	0.79059020015678 -0.73431985262804 0	-1.72102889834632 -1.08383630842096 0	
0.977612980943089 2.67053978533884 0	0.793234867144262 -0.734455849642433 0	-1.72475331966831 -1.08483502695357 0	
0.978167787790655 2.67208354558706 0	0.795864557838108 -0.734587538622417 0	-1.7284565381713 -1.08582823591475 0	
0.97871929577424 2.67361279774416 0	0.798479344589875 -0.734714914444041 0	-1.7321386525987 -1.08681595525553 0	
0.979267515867562 2.67512755967887 0	0.801079298792174 -0.734837972079931 0	-1.73579976042158 -1.08779820466171 0	
0.979812458947021 2.67662784906823 0	0.803664490895405 -0.734956706596469 0	-1.73943995786021 -1.08877500355805 0	
0.980354135792584 2.67811368339858 0	0.806234990424082 -0.735071113151084 0	-1.74305933990523 -1.08974637111254 0	
0.980892557088675 2.67958507996659 0	0.808790865992791 -0.735181186989602 0	-1.7466580003382 -1.09071232624041 0	
0.981427733425049 2.68104205588024 0	0.811332185321796 -0.735286923443618 0	-1.75023603175175 -1.09167288760813 0	
0.981959675297645 2.68248462805979 0	0.813859015252246 -0.735388317927998 0	-1.75379352556926 -1.09262807363731 0	
0.982488393109437 2.68391281323871 0	0.816371421761091 -0.735485365938404 0	-1.75733057206418 -1.09357790250849 0	
0.98301389717128 2.6853266279647 0	0.818869469975619 -0.73557806304888 0	-1.76084726037873 -1.0945223921649 0	
0.983536197702728 2.6867260886006 0	0.821353224187684 -0.735666404909507 0	-1.7643436785424 -1.09546156031603 0	
0.984055304832856 2.68811121132528 0	0.82382274786762 -0.73575038724412 0	-1.76781991348992 -1.09639542444127 0	
0.984571228601069 2.6894820121346 0	0.826278103677826 -0.735830005848074 0	-1.77127605107885 -1.09732400179332 0	
0.985083978957892 2.69083850684229 0	0.828719353486073 -0.735905256586039 0	-1.77471217610678 -1.09824730940164 0	
0.985593565765759 2.69218071108083 0	0.831146558378499 -0.735976135389891 0	-1.77812837232822 -1.09916536407573 0	
0.986099998799796 2.69350864030235 0	0.833559778672333 -0.736042638256628 0	-1.78152472247105 -1.10007818240845 0	
0.986603287748571 2.69482230977947 0	0.835959073928337 -0.736104761246337 0	-1.78490130825264 -1.10098578077914 0	
0.987103442214873 2.69612173460614 0	0.83834450296297 -0.736162500480211 0	-1.78825821039567 -1.1018881753568 0	
0.987600471716436 2.69740692969851 0	0.840716123860294 -0.736215852138615 0	-1.7915955086435 -1.10278538210308 0	
0.988094385686685 2.69867790979579 0	0.843073993983625 -0.736264812459188 0	-1.79491328177537 -1.10367741677531 0	
0.98858519347548 2.69993468946095 0	0.845418169986938 -0.736309377735007 0	-1.79821160762112 -1.1045642949294 0	
0.989072904349798 2.70117728308162 0	0.847748707826022 -0.736349544312765 0	-1.80149056307572 -1.10544603192271 0	
0.989557527494486 2.70240570487089 0	0.850065662769399 -0.736385308591028 0	-1.80475022411347 -1.10632264291683 0	
0.990039072012912 2.70361996886804 0	0.852369089409024 -0.736416667018488 0	-1.80799066580182 -1.10719414288036 0	
0.990517546927699 2.7048200889393 0	0.854659041670733 -0.736443616092293 0	-1.81121196231506 -1.10806054659157 0	
0.990992961181394 2.70600607877872 0	0.856935572824507 -0.736466152356398 0	-1.81441418694756 -1.108921868641 0	
0.991465323637124 2.70717795190877 0	0.859198735494494 -0.736484272399945 0	-1.81759741212685 -1.10977812343409 0	
0.991934643079291 2.70833572168115 0	0.861448581668838 -0.736497972855697 0	-1.82076170942641 -1.11062932519369 0	
0.992400928214201 2.70947940127753 0	0.863685162709306 -0.736507250398502 0	-1.82390714957817 -1.11147548796247 0	
0.992864187670731 2.71060900371024 0	0.865908529360699 -0.736512101743778 0	-1.82703380248483 -1.11231662560542 0	
0.993324430000957 2.71172454182299 0	0.868118731760095 -0.736512523646039 0	-1.83014173723175 -1.11315275181217 0	
0.993781663680795 2.71282602829156 0	0.870315819445884 -0.736508512897465 0	-1.83323102209888 -1.11398388009933 0	
0.994235897110614 2.71391347562444 0	0.872499841366646 -0.73650006632648 0	-1.8363017245722 -1.11481002381273 0	
0.994687138615861 2.71498689616357 0	0.87467084588981 -0.736487180796382 0	-1.8393539113551 -1.1156311961297 0	
0.995135396447667 2.71604630208498 0	0.876828880810165 -0.736469853203978 0	-1.8423876483794 -1.11644741006126 0	
0.99558067878344 2.71709170539938 0	0.878973993358208 -0.736448080478284 0	-1.8454030008163 -1.11725867845417 0	
0.996022993727475 2.71812311795294 0	0.881106230208297 -0.736421859579211 0	-1.84840003308694 -1.11806501399317 0	
0.996462349311507 2.71914055142772 0	0.883225637486682 -0.736391187496314 0	-1.85137880887295 -1.1188664292029 0	
0.996898753495321 2.7201440173425 0	0.885332260779324 -0.736356061247535 0	-1.85433939112663 -1.11966293644997 0	
0.997332214167307 2.72113352705331 0	0.887426145139616 -0.736316477878005 0	-1.85728184208098 -1.12045454794497 0	
0.997762739145015 2.72210909175394 0	0.889507335095911 -0.73627243445885 0	-1.86020622325964 -1.1212412757444 0	
0.998190336175725 2.72307072247666 0	0.89157587465893 -0.736223928086016 0	-1.86311259548644 -1.12202313175248 0	
0.998615012936991 2.72401843009273 0	0.893631807329001 -0.736170955879134 0	-1.866001018895 -1.12280012772313 0	
0.99903677703718 2.72495222531301 0	0.895675176103186 -0.736113514980413 0	-1.86887155293788 -1.12357227526174 0	
0.999455636015999 2.72587211868848 0	0.89770602348225 -0.736051602553521 0	-1.87172425639583 -1.12433958582696 0	
0.999871597345034 2.72677812061086 0	0.899724391477496 -0.735985215782522 0	-1.87455918738667 -1.12510207073248 0	
1.00028466842827 2.72767024131305 0	0.901730321617486 -0.735914351870828 0	-1.87737640337409 -1.12585974114875 0	
1.0006948566026 2.72854849086975 0	0.903723854954608 -0.735839008040164 0	-1.88017596117624 -1.12661260810462 0	
1.00110216913832 2.72941287919798 0	0.905705032071558 -0.735759181529545 0	-1.88295791697423 -1.12736068248906 0	
1.00150661323966 2.73026341605752 0	0.907673893087654 -0.735674869594296 0	-1.88572232632036 -1.12810397505278 0	
1.00190819604525 2.73110011105149 0	0.90963047766505 -0.735586069505077 0	-1.88846924414631 -1.12884249640979 0	
1.00230692462863 2.73192297362684 0	0.911574825014855 -0.73549277854692 0	-1.89119872477111 -1.12957625703899 0	
1.0027028059987 2.73273201307474 0	0.913506973903101 -0.735394994018292 0	-1.89391082190899 -1.13030526728572 0	
1.00309584710024 2.73352723853122 0	0.915426962656627 -0.735292713230192 0	-1.89660558867705 -1.1310295373632 0	
1.00348605481433 2.73430865897749 0	0.917334829168838 -0.735185933505223 0	-1.89928307760289 -1.13174907735412 0	
1.00387343595884 2.73507628324047 0	0.91923061090536 -0.735074652176731 0	-1.90194334063194 -1.13246389721198 0	
1.00425799728891 2.73583011999324 0	0.921114344909606 -0.734958866587914 0	-1.9045864291348 -1.13317400676258 0	
1.00463974549735 2.73657017775546 0	0.92298606780821 -0.734838574090994 0	-1.90721239391439 -1.13387941570539 0	
1.00501868721512 2.73729646489381 0	0.9248458158164 -0.734713772046351 0	-1.90982128521296 -1.13458013361496 0	
1.00539482901174 2.73800898962242 0	0.926693624743234 -0.734584457821715 0	-1.91241315271899 -1.1352761699422 0	
1.00576817739578 2.73870776000324 0	0.928529529996782 -0.73445062879136 0	-1.91498804557395 -1.13596753401577 0	
1.00613873881519 2.73939278394657 0	0.930353566589165 -0.734312282335302 0	-1.917546012379 -1.13665423504332 0	
1.00650651965785 2.74006406921123 0	0.932165769141552 -0.734169415838524 0	-1.92008710120149 -1.1373362821128 0	
1.00687152625189 2.74072162340521 0	0.933966171889029 -0.7340220266902 0	-1.92261135958136 -1.13801368419371 0	
1.00723376486611 2.74136545398588 0	0.935754808685412 -0.733870112282955 0	-1.92511883453752 -1.13868645013828 0	
1.00759324171044 2.7419955682604 0	0.937531713007949 -0.733713670012104 0	-1.92760957257393 -1.13935458868272 0	
1.00794996293627 2.74261197338608 0	0.939296917961953 -0.733552697274955 0	-1.93008361968582 -1.14001810844843 0	
1.00830393463691 2.74321467637078 0	0.941050456285353 -0.733387191470062 0	-1.93254102136555 -1.14067701794307 0	
1.00865516284795 2.74380368407318 0	0.942792360353144 -0.733217149996534 0	-1.93498182260859 -1.14133132556177 0	
1.00900365354763 2.74437900320314 0	0.944522662181801 -0.733042570253333 0	-1.93740606791917 -1.14198103958824 0	
1.00934941265722 2.74494064032207 0	0.946241393433565 -0.732863449638609 0	-1.93981380131607 -1.14262616819585 0	
1.00969244604142 2.7454886018432 0	0.947948585420693 -0.732679785549009 0	-1.94220506633815 -1.1432667194487 0	
1.01003275950875 2.74602289403194 0	0.949644269109616 -0.732491575379036 0	-1.94457990604981 -1.14390270130273 0	
1.01037035881185 2.74654352300612 0	0.951328475125025 -0.732298816520374 0	-1.9469383630464 -1.14453412160671 0	
1.01070524964784 2.74705049473635 0	0.953001233753898 -0.732101506361278 0	-1.94928047945949 -1.14516098810326 0	
1.01103743765877 2.74754381504625 0	0.954662574949435 -0.731899642285913 0	-1.95160629696212 -1.14578330842989 0	
1.01136692843186 2.74802348961276 0	0.956312528334959 -0.731693221673758 0	-1.95391585677385 -1.14640109011996 0	
1.01169372749989 2.74848952396639 0	0.957951123207706 -0.731482241898982 0	-1.95620919966582 -1.14701434060364 0	
1.01201784034155 2.74894192349151 0	0.959578388542607 -0.731266700329843 0	-1.9584863659657 -1.14762306720891 0	
1.01233927238177 2.74938069342658 0	0.961194352995939 -0.73104659432809 0	-1.96074739556253 -1.14822727716241 0	
1.01265802899203 2.74980583886443 0	0.96279904490897 -0.730821921248388 0	-1.96299232791151 -1.14882697759042 0	
1.01297411549068 2.75021736475242 0	0.96439249231151 -0.730592678437739 0	-1.96522120203869 -1.14942217551973 0	
1.01328753714334 2.75061527589277 0	0.965974722925419 -0.730358863234897 0	-1.96743405654557 -1.15001287787853 0	
1.0135982991631 2.75099957694269 0	0.967545764168047 -0.730120472969824 0	-1.96963092961367 -1.15059909149731 0	
1.0139064067109 2.75137027241466 0	0.969105643155616 -0.729877504963136 0	-1.97181185900899 -1.15118082310965 0	
1.01421186489585 2.7517273666766 0	0.97065438670655 -0.729629956525552 0	-1.97397688208638 -1.15175807935309 0	
1.01451467877551 2.75207086395208 0	0.972192021344746 -0.729377824957342 0	-1.97612603579388 -1.15233086676996 0	
1.01481485335616 2.7524007683205 0	0.97371857330279 -0.729121107547826 0	-1.97825935667694 -1.15289919180818 0	
1.01511239359316 2.75271708371729 0	0.975234068525126 -0.728859801574817 0	-1.98037688088263 -1.15346306082203 0	
1.01540730439121 2.75301981393406 0	0.976738532671162 -0.728593904304126 0	-1.98247864416371 -1.15402248007296 0	
1.01569959060459 2.75330896261875 0	0.978231991118327 -0.72832341298904 0	-1.98456468188272 -1.15457745573034 0	
1.01598925703752 2.75358453327587 0	0.979714468965095 -0.728048324869805 0	-1.98663502901588 -1.15512799387222 0	
1.01627630844439 2.75384652926653 0	0.981185991033927 -0.727768637173149 0	-1.98868972015708 -1.15567410048603 0	
1.01656074953005 2.75409495380869 0	0.982646581874189 -0.727484347111773 0	-1.99072878952166 -1.15621578146938 0	
1.01684258495009 2.75432980997722 0	0.98409626576503 -0.727195451883866 0	-1.99275227095024 -1.15675304263067 0	
1.01712181931106 2.75455110070409 0	0.985535066718176 -0.72690194867262 0	-1.99476019791242 -1.15728588968988 0	
1.01739845717079 2.75475882877842 0	0.986963008480713 -0.726603834645761 0	-1.9967526035104 -1.1578143282792 0	
1.01767250303864 2.75495299684661 0	0.988380114537815 -0.726301106955073 0	-1.99872952048267 -1.1583383639437 0	
1.01794396137568 2.75513360741248 0	0.989786408115421 -0.725993762735924 0	-2.00069098120745 -1.15885800214206 0	
1.01821283659504 2.75530066283735 0	0.99118191218287 -0.725681799106806 0	-2.00263701770628 -1.15937324824711 0	
1.01847913306211 2.75545416534009 0	0.992566649455508 -0.725365213168884 0	-2.00456766164738 -1.15988410754655 0	
1.01874285509477 2.7555941169972 0	0.993940642397236 -0.725044002005542 0	-2.00648294434904 -1.16039058524357 0	
1.01900400696365 2.75572051974295 0	0.995303913223017 -0.724718162681922 0	-2.00838289678294 -1.16089268645742 0	
1.01926259289236 2.75583337536941 0	0.996656483901359 -0.724387692244505 0	-2.01026754957741 -1.16139041622403 0	
1.01951861705772 2.75593268552646 0	0.997998376156737 -0.724052587720649 0	-2.01213693302067 -1.16188377949664 0	
1.01977208358998 2.75601845172185 0	0.999329611472006 -0.72371284611816 0	-2.01399107706395 -1.16237278114631 0	
1.02002299657304 2.75609067532133 0	1.00065021109073 -0.723368464424853 0	-2.01583001132466 -1.16285742596256 0	
1.02027136004472 2.75614935754858 0	1.00196019601953 -0.723019439608145 0	-2.01765376508944 -1.16333771865388 0	
1.0205171779969 2.75619449948524 0	1.00325958703033 -0.722665768614601 0	-2.01946236731709 -1.16381366384831 0	
1.02076045437578 2.75622610207099 0	1.00454840466265 -0.72230744836954 0	-2.02125584664165 -1.16428526609394 0	
1.02100119308208 2.7562441661035 0	1.00582666922577 -0.721944475776595 0	-2.02303423137528 -1.16475252985951 0	
1.02123939797124 2.75624869223847 0	1.00709440080093 -0.721576847717313 0	-2.02479754951109 -1.16521545953485 0	
1.02147507285362 2.75623968098961 0	1.00835161924346 -0.721204561050735 0	-2.02654582872605 -1.16567405943143 0	
1.02170822149472 2.7562171327286 0	1.0095983441849 -0.720827612612999 0	-2.02827909638365 -1.16612833378284 0	
1.02193884761535 2.7561810476851 0	1.01083459503505 -0.720445999216916 0	-2.02999737953682 -1.16657828674532 0	
1.02216695489182 2.75613142594671 0	1.01206039098404 -0.720059717651578 0	-2.03170070493044 -1.16702392239821 0	
1.02239254695617 2.75606826745893 0	1.01327575100433 -0.71966876468197 0	-2.03338909900408 -1.1674652447444 0	
1.0226156273963 2.75599157202513 0	1.01448069385269 -0.719273137048549 0	-2.03506258789463 -1.16790225771083 0	
1.02283619975619 2.75590133930645 0	1.01567523807212 -0.718872831466858 0	-2.03672119743882 -1.16833496514893 0	
1.02305426753604 2.75579756882177 0	1.0168594019938 -0.718467844627136 0	-2.0383649531758 -1.16876337083507 0	
1.02326983419249 2.75568025994764 0	1.01803320373896 -0.718058173193931 0	-2.03999388034959 -1.16918747847098 0	
1.02348290313875 2.75554941191822 0	1.01919666122075 -0.7176438138057 0	-2.04160800391154 -1.1696072916842 0	
1.02369347774482 2.75540502382515 0	1.02034979214606 -0.71722476307443 0	-2.04320734852274 -1.17002281402848 0	
1.02390156133758 2.75524709461748 0	1.0214926140173 -0.716801017585247 0	-2.04479193855637 -1.1704340489842 0	
1.02410715720103 2.75507562310156 0	1.02262514413423 -0.716372573896044 0	-2.04636179810012 -1.17084099995877 0	
1.02431026857639 2.75489060794096 0	1.02374739959564 -0.715939428537093 0	-2.0479169509584 -1.17124367028702 0	
1.02451089866228 2.7546920476563 0	1.02485939730109 -0.715501578010658 0	-2.04945742065465 -1.17164206323159 0	
1.02470905061489 2.75447994062521 0	1.02596115395263 -0.715059018790633 0	-2.05098323043353 -1.1720361819833 0	
1.02490472754808 2.7542542850821 0	1.02705268605642 -0.714611747322154 0	-2.05249440326317 -1.17242602966155 0	
1.02509793253355 2.75401507911802 0	1.02813400992441 -0.714159760021228 0	-2.05399096183726 -1.17281160931465 0	
1.02528866860102 2.7537623206806 0	1.02920514167591 -0.713703053274356 0	-2.05547292857724 -1.17319292392018 0	
1.02547693873829 2.75349600757384 0	1.03026609723923 -0.713241623438154 0	-2.05694032563436 -1.17356997638535 0	
1.02566274589144 2.75321613745789 0	1.03131689235319 -0.712775466839004 0	-2.05839317489169 -1.17394276954734 0	
1.02584609296495 2.75292270784899 0	1.03235754256872 -0.712304579772654 0	-2.05983149796621 -1.1743113061736 0	
1.02602698282182 2.75261571611919 0	1.0333880632503 -0.711828958503869 0	-2.06125531621085 -1.17467558896223 0	
1.02620541828369 2.7522951594962 0	1.03440846957755 -0.711348599266047 0	-2.06266465071631 -1.17503562054227 0	
1.02638140213096 2.75196103506317 0	1.0354187765466 -0.710863498260864 0	-2.06405952231311 -1.17539140347398 0	
1.02655493710296 2.75161333975854 0	1.03641899897163 -0.710373651657895 0	-2.06543995157339 -1.17574294024921 0	
1.026726025898 2.75125207037571 0	1.03740915148621 -0.709879055594254 0	-2.06680595881291 -1.17609023329165 0	
1.02689467117351 2.75087722356295 0	1.03838924854477 -0.709379706174216 0	-2.06815756409277 -1.17643328495713 0	
1.02706087554619 2.75048879582307 0	1.03935930442397 -0.708875599468873 0	-2.06949478722126 -1.17677209753389 0	
1.02722464159204 2.7500867835132 0	1.04031933322401 -0.708366731515732 0	-2.07081764775572 -1.17710667324292 0	
1.02738597184654 2.74967118284458 0	1.04126934887004 -0.707853098318387 0	-2.07212616500414 -1.17743701423814 0	
1.02754486880471 2.74924198988226 0	1.04220936511343 -0.707334695846132 0	-2.07342035802702 -1.17776312260672 0	
1.02770133492122 2.74879920054485 0	1.04313939553308 -0.706811520033585 0	-2.07470024563898 -1.17808500036934 0	
1.0278553726105 2.74834281060423 0	1.04405945353672 -0.706283566780354 0	-2.0759658464105 -1.17840264948041 0	
1.02800698424678 2.74787281568526 0	1.04496955236216 -0.705750831950636 0	-2.07721717866953 -1.17871607182833 0	
1.02815617216427 2.74738921126553 0	1.0458697050785 -0.70521331137288 0	-2.07845426050308 -1.17902526923573 0	
1.02830293865717 2.74689199267505 0	1.04675992458739 -0.704671000839401 0	-2.07967710975887 -1.17933024345971 0	
1.02844728597977 2.74638115509586 0	1.0476402236242 -0.704123896106014 0	-2.08088574404685 -1.17963099619204 0	
1.02858921634657 2.74585669356181 0	1.04851061475924 -0.703571992891678 0	-2.08208018074076 -1.17992752905942 0	
1.02872873193232 2.74531860295819 0	1.04937111039889 -0.703015286878116 0	-2.08326043697964 -1.18021984362366 0	
1.02886583487209 2.74476687802139 0	1.05022172278677 -0.702453773709458 0	-2.08442652966931 -1.18050794138187 0	
1.02900052726138 2.74420151333854 0	1.05106246400484 -0.701887448991861 0	-2.08557847548388 -1.18079182376673 0	
1.02913281115616 2.7436225033472 0	1.05189334597457 -0.701316308293155 0	-2.08671629086713 -1.18107149214662 0	
1.02926268857294 2.74302984233498 0	1.05271438045796 -0.70074034714244 0	-2.08783999203395 -1.18134694782585 0	
1.02939016148884 2.74242352443911 0	1.05352557905865 -0.700159561029757 0	-2.08894959497176 -1.1816181920448 0	
1.02951523184167 2.74180354364614 0	1.05432695322303 -0.699573945405683 0	-2.09004511544186 -1.18188522598017 0	
1.02963790152991 2.7411698937915 0	1.0551185142412 -0.698983495680974 0	-2.09112656898075 -1.18214805074508 0	
1.02975817241289 2.74052256855911 0	1.05590027324805 -0.698388207226177 0	-2.09219397090154 -1.18240666738929 0	
1.02987604631074 2.73986156148096 0	1.05667224122423 -0.697788075371271 0	-2.09324733629516 -1.1826610768993 0	
1.02999152500445 2.73918686593669 0	1.05743442899722 -0.697183095405277 0	-2.09428668003169 -1.1829112801986 0	
1.03010461023598 2.73849847515321 0	1.05818684724225 -0.69657326257589 0	-2.09531201676163 -1.18315727814773 0	
1.03021530370823 2.73779638220416 0	1.05892950648326 -0.695958572089086 0	-2.09632336091708 -1.18339907154445 0	
1.03032360708513 2.73708058000958 0	1.05966241709389 -0.695339019108752 0	-2.09732072671306 -1.18363666112393 0	
1.03042952199164 2.73635106133535 0	1.06038558929838 -0.694714598756299 0	-2.09830412814858 -1.18387004755881 0	
1.03053305001382 2.73560781879275 0	1.06109903317253 -0.694085306110281 0	-2.0992735790079 -1.18409923145939 0	
1.03063419269883 2.73485084483804 0	1.06180275864455 -0.693451136206001 0	-2.10022909286169 -1.18432421337371 0	
1.03073295155499 2.7340801317719 0	1.06249677549598 -0.692812084035133 0	-2.10117068306811 -1.18454499378769 0	
1.03082932805176 2.73329567173895 0	1.06318109336259 -0.692168144545329 0	-2.10209836277395 -1.18476157312523 0	
1.0309233236198 2.73249745672726 0	1.0638557217352 -0.691519312639824 0	-2.10301214491578 -1.18497395174834 0	
1.03101493965098 2.7316854785678 0	1.06452066996058 -0.690865583177043 0	-2.10391204222091 -1.18518212995723 0	
1.03110417749841 2.73085972893396 0	1.06517594724221 -0.690206950970215 0	-2.10479806720854 -1.18538610799039 0	
1.03119103847642 2.73002019934095 0	1.06582156264119 -0.689543410786965 0	-2.10567023219078 -1.1855858860247 0	
1.03127552386059 2.72916688114533 0	1.06645752507697 -0.68887495734892 0	-2.10652854927364 -1.18578146417553 0	
1.03135763488778 2.72829976554433 0	1.06708384332818 -0.6882015853313 0	-2.10737303035805 -1.18597284249681 0	
1.03143737275608 2.72741884357539 0	1.06770052603345 -0.687523289362527 0	-2.10820368714085 -1.18616002098108 0	
1.03151473862484 2.72652410611555 0	1.0683075816921 -0.686840064023812 0	-2.10902053111574 -1.1863429995596 0	
1.0315897336147 2.72561554388083 0	1.06890501866496 -0.68615190384873 0	-2.10982357357423 -1.18652177810242 0	
1.03166235880755 2.72469314742565 0	1.0694928451751 -0.685458803322835 0	-2.11061282560654 -1.18669635641839 0	
1.03173261524651 2.72375690714217 0	1.07007106930853 -0.684760756883229 0	-2.11138829810256 -1.18686673425529 0	
1.03180050393597 2.72280681325976 0	1.07063969901498 -0.684057758918155 0	-2.11215000175272 -1.18703291129982 0	
1.0318660258415 2.72184285584426 0	1.07119874210854 -0.683349803766564 0	-2.11289794704882 -1.1871948871777 0	
1.03192918188993 2.7208650247974 0	1.0717482062684 -0.682636885717704 0	-2.11363214428498 -1.18735266145363 0	
1.03198997296924 2.71987330985614 0	1.07228809903954 -0.681918999010689 0	-2.1143526035584 -1.18750623363143 0	
1.0320483999286 2.7188677005919 0	1.07281842783336 -0.681196137834078 0	-2.11505933477022 -1.18765560315403 0	
1.0321044635783 2.71784818641006 0	1.07333919992842 -0.680468296325435 0	-2.11575234762632 -1.18780076940345 0	
1.03215816468975 2.71681475654912 0	1.07385042247096 -0.679735468570894 0	-2.11643165163812 -1.18794173170092 0	
1.03220950399544 2.71576740007999 0	1.0743521024757 -0.678997648604727 0	-2.11709725612331 -1.18807848930678 0	
1.0322584821889 2.71470610590537 0	1.07484424682631 -0.678254830408901 0	-2.11774917020669 -1.18821104142062 0	
1.03230509992467 2.713630862759 0	1.07532686227616 -0.677507007912633 0	-2.11838740282085 -1.18833938718116 0	
1.03234935781825 2.7125416592048 0	1.07579995544883 -0.676754174991938 0	-2.11901196270688 -1.18846352566638 0	
1.03239125644606 2.71143848363626 0	1.07626353283876 -0.675996325469184 0	-2.11962285841516 -1.18858345589343 0	
1.03243079634538 2.71032132427564 0	1.07671760081183 -0.675233453112638 0	-2.12022009830599 -1.18869917681864 0	
1.03246797801433 2.70919016917311 0	1.07716216560589 -0.674465551635991 0	-2.12080369055028 -1.18881068733754 0	
